mean,regionname,state
107996.789062,Amherst,NH
646277.0625,Capitola,CA
265451.40625,Pikesville,MD
237716.0625,Orchard Homes,MT
70848.59375,Steelton,PA
127961.445312,Milan,IN
108308.03125,Norristown,PA
178887.546875,Cortland West,NY
135868.265625,Hephzibah,GA
233363.859375,Earl Township,PA
409300.4375,Flat Rock,NC
148158.640625,Yeehaw Junction,FL
227194.78125,Rialto,CA
135060.640625,Clay,NY
333050.0,Angels,CA
405991.40625,Portsmouth,RI
350173.375,Town of Litchfield,CT
173461.84375,River Ridge,LA
181431.734375,Williamson,GA
191375.90625,Red Hill,PA
138449.796875,Universal City,TX
198059.4375,Stayton,OR
165702.40625,Palm Coast,FL
236503.21875,Derry,NH
155036.953125,Lorane,PA
319561.5,Maple Valley,WA
558612.25,Pleasant Hill,CA
99657.4296875,Oneida,NY
530971.125,Northbrook,IL
22257.8320312,Oxford,IN
356847.34375,Yorketown,NJ
745217.75,Town of Mamaroneck,NY
291957.40625,North Stonington,CT
315675.1875,Port Hueneme,CA
68364.65625,Asheboro,NC
421085.1875,Alpine,UT
191342.96875,Anderson,CA
450430.5,Mountain Brook,AL
198951.0,Eyota,MN
140924.09375,Butler Township,PA
321310.0,Jacksonville Beach,FL
194787.953125,Golden Glades,FL
46326.5078125,Nashville,MI
196658.234375,Fulton,PA
193683.125,Wayne Township,PA
289850.59375,Niceville,FL
382619.6875,Bethany,CT
238185.140625,FlorenceGraham,CA
353831.28125,Upper Arlington,OH
147472.6875,Moses Lake,WA
262090.765625,Brinckerhoff,NY
248414.453125,Washington,UT
209469.078125,Hialeah Gardens,FL
575341.625,South Kensington,MD
166084.734375,Paola,KS
217990.765625,Town of Colonie,NY
162438.953125,Round Lake Beach,IL
211361.84375,Martinez,GA
199071.484375,Melrose,FL
161344.171875,Monroe,OH
578703.6875,Ardsley,NY
433108.03125,Village of Palmetto Bay,FL
199317.265625,Maidencreek Township,PA
308196.8125,Montgomery Village,MD
119193.171875,Lagrange,IN
214816.0625,Cornelius,OR
254503.21875,Chestertown,MD
404797.5,Blue Bell,PA
232285.546875,Salida,CA
416927.96875,Floral Park,NY
145610.84375,Bennett,CO
104597.1875,Holly Hill,SC
605671.0625,Middleburg,VA
591088.25,Redding,CT
238670.6875,Bay Village,OH
135398.796875,Americus,GA
117899.195312,Troy,NY
333625.5625,Monrovia,MD
232658.640625,Bellport,NY
403112.4375,Moultonborough,NH
223992.375,Mount Horeb,WI
331864.6875,Yardley,PA
154933.328125,Clarksville,TN
296098.125,Lower Nazareth Township,PA
123217.265625,Texas City,TX
231189.5625,Woodfin,NC
290097.59375,Pittsburg,CA
304433.75,Long Branch,NJ
164114.0625,Mankato,MN
657667.625,Needham,MA
382391.71875,Bristow,VA
393959.46875,Hawthorne,CA
44751.40625,Ashland,KY
452310.5625,Seattle,WA
214692.765625,Worcester,MA
161332.9375,Orange City,FL
302683.5,Freeport,NY
512243.09375,North Hampton,NH
462211.71875,Chino Hills,CA
162395.1875,Pleasant Grove,AL
84490.765625,Peru,IN
207812.453125,Silver Springs,FL
257420.890625,Mentone,CA
303024.0625,Clinton,CT
772071.4375,Pacific Grove,CA
147693.96875,Sheridan,OR
221373.890625,Indio,CA
312756.65625,New Smyrna Beach,FL
195065.0625,New Kent,VA
151424.5,Clarkston,GA
84511.6484375,Ely,MN
258165.0625,Copley,OH
129070.28125,Tipton,IN
85612.046875,Colesville,NY
114471.484375,Green Bay,WI
159941.359375,Cumberland Head,NY
160146.984375,Putnam,CT
375763.875,Upper Providence Township,PA
163684.34375,Northwest Harborcreek,PA
91217.671875,Northbrook,OH
144955.828125,Winder,GA
269312.0625,White Post,VA
293563.90625,Safety Harbor,FL
499724.78125,Union City,CA
198293.578125,Star,ID
747068.6875,Biltmore Forest,NC
253940.15625,Weatherby Lake,MO
247022.890625,Dudley,MA
146273.09375,Taft,CA
221540.96875,Granger,IN
272631.28125,Auburn,WA
104083.132812,Panthersville,GA
223991.5625,New Brunswick,NJ
273872.3125,New Hanover,PA
283153.8125,Walton Park,NY
276628.5,Merritt Island,FL
79189.5546875,Logansport,IN
237042.96875,Cathedral City,CA
195751.40625,Auburndale,FL
25937.3496094,Sophia,NC
172759.03125,Shaler Township,PA
186661.453125,Boscawen,NH
554972.9375,Morro Bay,CA
265483.9375,Lathrop,CA
702794.0625,Santa Ynez,CA
289061.5,Lake Mary,FL
724829.3125,Rye Brook,NY
352463.6875,Kirkwood,MO
359441.03125,Littleton,CO
288245.875,Bow,NH
642954.0625,Willistown Township,PA
300380.375,Meridian Hills,IN
499760.25,Hamilton,VA
712407.4375,East Quogue,NY
476938.65625,South Miami,FL
362438.5,Bedminster,PA
382704.3125,Farmington,CT
509736.34375,Valhalla,NY
274658.625,Boonsboro,MD
101252.609375,Granby,CO
163708.828125,Zebulon,NC
313667.875,Grosse Ile,MI
94638.15625,Rock Island,IL
118606.421875,South Euclid,OH
572906.4375,Daly City,CA
290654.21875,National City,CA
95146.984375,North Whitehall Township,PA
344146.65625,Beekman,NY
349268.40625,Middletown,RI
129060.242188,Willows,CA
184352.203125,Brownsburg,IN
127675.90625,Garden City,KS
151522.484375,Metairie,LA
609894.75,Surf City,NJ
150008.03125,Murray,KY
292123.75,Prospect,CT
339199.9375,Sterling,MA
145517.265625,Bastrop,TX
252978.71875,Hubbardston,MA
169346.59375,Burton,SC
273981.5,Madison Lake,MN
98435.34375,South Houston,TX
280235.75,Braselton,GA
488871.53125,Alexandria Township,NJ
262000.796875,Longwood,FL
358116.5,Atkinson,NH
216714.0625,Clay Township,PA
243689.5625,Pittsboro,NC
163811.640625,Sanford,MI
545196.6875,Town of Boxford,MA
114572.6875,Radcliff,KY
239334.140625,Hampton Township,PA
205379.109375,De Forest,WI
358321.28125,Mendota Heights,MN
575578.0,Ojai,CA
391653.40625,Jefferson Township,NJ
76965.0625,Francesville,IN
525658.4375,Lomita,CA
131115.65625,Garden Ridge,TX
233655.828125,Clarkesville,GA
190506.03125,Walden,NY
224354.625,Carteret,NJ
290843.0,Homewood,AL
311515.625,Reisterstown,MD
294032.96875,Moss Beach,CA
263768.28125,Adelphi,MD
214306.828125,Bern Township,PA
213954.21875,Bakersfield,CA
106630.921875,Allentown,PA
492463.84375,Camarillo,CA
199069.484375,Ansonia,CT
220231.328125,Lake Magdalene,FL
97284.7421875,Columbia,PA
108202.007812,Clifton Springs,NY
249854.625,Caswell Beach,NC
227274.296875,Greenwich Township,PA
583538.0,Norwell,MA
281681.9375,Belews Creek,NC
366532.9375,Middletown,NJ
208892.375,Valparaiso,IN
172477.515625,Danville,IN
473134.0625,Glen Ellyn,IL
223671.078125,Moreno Valley,CA
187648.1875,Dover,MN
226380.328125,Fayetteville,AR
68570.28125,Wellston,OH
168330.921875,Byram,MS
45892.7695312,Derby,CO
279097.96875,Oakham,MA
285680.3125,Shelby Township,MI
171681.921875,Town of Duane,NY
362597.9375,Amberley,OH
354853.90625,Town of Meredith,NH
239473.09375,Glen Rock,PA
107861.046875,Town of Naples,NY
141102.8125,Phillipsburg,NJ
411623.78125,Woodside,PA
211980.328125,McHenry,IL
170420.078125,Kingsport,TN
280760.28125,Elk Grove Village,IL
190694.78125,Madison,NH
110539.757812,Chester,NH
174039.359375,Brighton,TN
362076.28125,Camino,CA
55568.2734375,Olive Branch,MS
364233.3125,Inglewood,CA
247337.34375,Deerfield Beach,FL
139120.078125,Heyburn,ID
114122.085938,Dallastown,PA
438045.875,Dennis,MA
288092.78125,University Park,FL
250506.03125,Shorewood,IL
514679.875,Western Springs,IL
40688.7539062,Arlington,OH
217363.859375,Franklin,CT
165284.34375,Coral Hills,MD
189764.65625,Saint Cloud,FL
198240.5625,Fitzwilliam,NH
96081.125,Elsie,MI
68109.640625,Monongahela,PA
131148.59375,Mountain View,NC
540528.5625,Aiea,HI
202431.734375,Duncanville,AL
230018.078125,Shaker Heights,OH
250830.515625,Trussville,AL
99965.0625,Bellefontaine Neighbors,MO
175350.203125,Conyers,GA
397122.0625,Lake Forest Park,WA
237787.546875,Howell,MI
174822.484375,Whitehouse,TX
252036.546875,West Manheim,PA
168812.046875,Chattanooga,TN
218968.671875,Troutville,VA
423101.25,Stockbridge,MA
405024.28125,Chula Vista,CA
26156.2246094,Port Henry,NY
430296.21875,El Cajon,CA
143420.078125,Knox,NY
249462.25,Gages Lake,IL
162290.765625,Marianna,FL
21293.5742188,Leechburg,PA
51582.7304688,Dillon,MT
214742.5625,Silver Lake,OH
265757.84375,Kenwood,OH
95983.9375,Kansas City,KS
189668.671875,Homestead Meadows North,TX
162728.109375,Apple Creek,OH
800347.6875,South Barrington,IL
213223.6875,Holden Beach,NC
357320.03125,Manorville,NY
79545.3828125,California,PA
178414.453125,Perry,PA
218825.296875,Yuba City,CA
478981.8125,Tybee Island,GA
383735.375,Freehold Township,NJ
89281.9296875,Burton,MI
241138.546875,Amity Township,PA
354623.34375,Mount Olympus,UT
275231.34375,Providence Forge,VA
191027.3125,White Bear Lake,MN
1901715.0,Tiburon,CA
1008765.75,Sag Harbor,NY
180138.546875,Culver,IN
202146.984375,West Earl Township,PA
177953.40625,North Saint Paul,MN
155897.59375,Patterson Township,PA
216927.703125,Gang Mills,NY
152949.0,Norton,OH
266581.125,Becket,MA
54068.6757812,Lincoln,ND
257107.234375,Elko New Market,MN
225185.9375,Lincoln Village,CA
97492.3671875,North Tonawanda,NY
469994.71875,Hillsdale,NJ
169538.15625,Cheney,WA
530618.0625,Mission Hills,KS
136935.75,Palmerton,PA
426459.875,Madison,CT
60363.0507812,Sugarcreek,PA
326027.40625,Salisbury,NY
434390.53125,Penn Valley,CA
203353.015625,Quarryville,PA
145360.640625,Baraboo,WI
173678.71875,Greeley,CO
321251.78125,Kingston,RI
57398.3945312,Lauderhill,FL
46398.3945312,Harvard,IL
177225.296875,Weigelstown,PA
308473.875,Huntsville,UT
130546.1875,Fort Branch,IN
230783.9375,Old Mystic,CT
312247.34375,Collegeville,PA
279792.3125,Saratoga Springs,NY
209621.28125,Richmond Hill,GA
184898.390625,Town of Port Washington,WI
183001.609375,Rock Hill,MO
373195.5,West Chester,PA
102773.492188,Loogootee,IN
212810.046875,Centerville,UT
145525.296875,Fairburn,GA
48534.1367188,Diamond,OH
199993.96875,West Sand Lake,NY
472749.09375,Milton,MA
308428.65625,Stafford,VA
192570.6875,Paradise Township,PA
360757.0,Foresthill,CA
473675.125,Westborough,MA
636302.25,Novato,CA
150000.40625,Laingsburg,MI
444899.75,Tinicum Township,PA
103723.296875,Dewey,OK
241873.09375,Sadsbury Township,PA
225586.34375,Tempe,AZ
19786.3457031,Vivian,LA
238626.90625,Leicester,NC
161038.953125,Brooklet,GA
283967.84375,Pasadena,MD
335388.21875,Rockaway Township,NJ
90536.9453125,Troy,MO
334806.75,Union Vale,NY
118285.539062,Montague,MI
166283.9375,Goshen,OH
229243.375,Ignacio,CO
394828.46875,Lower Salford Township,PA
352500.03125,Carson,CA
119587.953125,Town of Otego,NY
65989.15625,Town of Germantown,NY
902206.5625,The Village of Indian Hill,OH
234945.78125,Shalimar,FL
300088.8125,Santa Maria,CA
327808.53125,Town of Sandwich,MA
271408.0625,Chamblee,GA
144641.765625,Roy,UT
313641.84375,Harleysville,PA
352884.75,Sykesville,MD
116801.609375,Bremen,OH
132416.0625,Newcastle,OK
256881.53125,Southport,NC
194270.6875,North Miami,FL
730681.5625,Hilton Head Island,SC
44151.40625,Newfield,NY
236744.984375,Black Mountain,NC
272776.3125,Granite Falls,WA
74495.984375,Town of Nunda,NY
247595.984375,Gloucester Point,VA
93402.0078125,Perry,IA
70716.46875,Kittanning Township,PA
282415.625,Cromwell,CT
279296.34375,Nazareth,PA
368600.375,Chelmsford,MA
368321.28125,Warrington,PA
147013.65625,Enon,OH
203414.0625,Naugatuck,CT
177725.703125,Glenville,NY
209851.8125,Holland,OH
220531.328125,Farmington,MI
45577.109375,Stoutsville,OH
206740.15625,Sugar Hill,GA
291086.03125,Levittown,NY
401069.5625,Gig Harbor,WA
78521.28125,Jennings,MO
432527.875,Purcellville,VA
881965.0625,Siesta Key,FL
274659.8125,Coral Terrace,FL
145839.765625,Canton,OH
262735.75,West Caln Township,PA
167872.296875,Cave Junction,OR
187587.953125,College Station,TX
270022.5,East HillMeridian,WA
224478.3125,Yerington,NV
72089.15625,Washington Township,PA
436251.9375,Atascadero,CA
253247.390625,Golden Valley,MN
207839.359375,Colton,CA
75210.4453125,Rochester Township,PA
421627.6875,West Linn,OR
383308.46875,Seaford,NY
288336.96875,Woodland,CA
134144.578125,Nolanville,TX
190256.625,East Windsor,CT
184510.046875,Emmaus,PA
454854.09375,Marvin,NC
304876.34375,Leverett,MA
251844.171875,Homer,AK
287218.125,Addison,IL
419893.21875,Oceanside,NY
432676.75,Ventura,CA
161504.8125,Anderson Mill,TX
355552.59375,Weddington,NC
147857.4375,Hemlock,MI
334591.5,Kirtland,OH
1147509.375,Rye,NY
201024.90625,Monroe,LA
418172.40625,Ramona,CA
249902.8125,Clinton,MD
385439.15625,Davidson,NC
199457.828125,Smithville,MO
186891.5625,East York,PA
552237.375,Ocean City,NJ
393491.96875,Lake Arrowhead,CA
367386.8125,Mariemont,OH
161172.6875,Lagrange,GA
697302.25,Wilmette,IL
51950.6015625,Marshallville,OH
170916.46875,Owasso,OK
109906.023438,La Homa,TX
198871.890625,Morrow,OH
453821.75,Moneta,VA
315967.875,Indialantic,FL
469218.8125,Long Beach,CA
218557.828125,Imperial,MO
145119.671875,Seymour,IN
276484.3125,Millsboro,DE
611621.375,Oakland,CA
135026.90625,JanPhyl Village,FL
73293.171875,Hazleton,PA
954940.1875,Redwood City,CA
528428.1875,North Potomac,MD
263370.6875,Nottingham,NH
614142.0625,Pacifica,CA
198880.328125,Ben Avon,PA
61448.59375,Palmer Lake,CO
226780.71875,Soldotna,AK
413498.65625,Derwood,MD
95379.921875,Rawson,OH
175615.65625,Springdale,AR
218979.515625,Griswold,CT
210969.875,Spring Township,PA
78866.6640625,Benton City,WA
52895.1796875,Lake Station,IN
93113.65625,Kaunakakai,HI
59830.5234375,Stowe Township,PA
507528.6875,Gilroy,CA
59043.7734375,Muskegon Township,MI
147379.109375,Kentwood,MI
846760.625,Calabasas,CA
267512.84375,Longmont,CO
651701.125,Mendham Township,NJ
155977.515625,McAllen,TX
168371.484375,North Lawrence,OH
245571.890625,Whitmore Lake,MI
282074.28125,Carver,MA
313435.0,Marlborough,CT
144211.25,Kearns,UT
238649.390625,Commerce City,CO
121889.15625,Bridgetown,OH
231707.234375,Tyler,TX
399365.0625,New Hyde Park,NY
298008.875,South Windsor,CT
226413.25,Saint Anthony,MN
164270.28125,East Missoula,MT
145220.484375,Goshen,IN
497799.96875,Los Angeles,CA
220327.703125,Lillian,AL
212955.421875,Williamstown,NJ
47153.0117188,Sterling,OH
119289.15625,La Crosse,WI
219711.640625,Jefferson Township,PA
143151.40625,Springville,IN
205097.59375,Wellington,CO
259925.703125,Middle Island,NY
444732.90625,Lost Creek,TX
531483.625,Morris Township,NJ
169575.09375,Gray,GA
179280.71875,Hurst,TX
424336.0,East Whiteland Township,PA
72624.09375,Greenwood,MO
380375.59375,Lakeside,CA
325110.84375,West Milford,NJ
681210.875,San Clemente,CA
82306.0234375,Cortland,NY
49312.8515625,Stedman,NC
228089.15625,State College,PA
174042.5625,Chillicothe,IL
365115.25,Town of Bethel,CT
262500.40625,Fort Collins,CO
284010.0625,Manitou Springs,CO
251662.25,Richmond,IL
192819.28125,Lake Wynonah,PA
347730.5625,Town of Bridgewater,MA
164298.390625,Newman Lake,WA
428616.46875,Franconia,VA
60895.984375,WilkesBarre,PA
591623.8125,Rye,NH
158491.5625,Portland,TX
166423.6875,Kalispell,MT
132453.8125,Appleton,WI
434972.40625,Avon,CT
240595.578125,Bryans Road,MD
189416.0625,Williamston,MI
167055.828125,Painesville,OH
393142.03125,Beverly,MA
368007.1875,Massapequa Park,NY
138089.953125,Gibsonton,FL
249710.84375,Twinsburg,OH
202232.125,Randallstown,MD
93984.3359375,South Haven Township,MI
161434.140625,Merchantville,NJ
1469403.5,Palo Alto,CA
207404.015625,Carrollton,TX
156559.4375,La Vergne,TN
59378.3125,Oak Park,IN
120762.648438,Port Richey,FL
58105.6210938,Flint,MI
215396.390625,Columbia City,OR
141634.9375,Crandall,TX
77028.515625,Ionia,MI
157510.046875,Perth,NY
96555.8203125,Flora,IN
260608.828125,Rocky Point,NY
248222.890625,Town of Oregon,WI
264388.34375,Monclova,OH
336488.40625,Amissville,VA
338622.59375,Middle Township,NJ
171534.53125,Klamath Falls,OR
293466.59375,Rockland,MA
155613.65625,Thornville,OH
71589.15625,Shreveport,LA
137120.890625,Cambria,NY
178449.0,Akron,PA
159481.53125,Pen Argyl,PA
174699.59375,Lake City,FL
498250.09375,Town of Sharon,MA
197385.9375,Perry,OH
193804.015625,Mastic,NY
161352.609375,Canton Township,PA
253498.796875,Ponte Vedra,FL
214763.453125,Clinton Township,MI
156331.328125,Reynoldsburg,OH
249179.921875,Washingtonville,NY
69330.5234375,Prosser,WA
219667.875,Neshannock Township,PA
224003.609375,Saint Petersburg,FL
923629.5,Rancho Palos Verdes,CA
220404.8125,Shiloh,IL
279293.09375,Town of Pewaukee,WI
220365.46875,Oak Park Heights,MN
161545.375,Town of Greenfield,MA
344270.1875,East Caln Township,PA
291246.96875,North Haven,CT
152171.890625,East Highland Park,VA
152987.546875,Mckean Township,PA
173786.75,Yulee,FL
413701.90625,Mount Vernon,VA
166626.109375,Thomaston,GA
44261.0429688,New Paris,IN
427471.09375,Charlestown,RI
97705.625,Town of Newark Valley,NY
179534.53125,Mobile,AL
265051.0,Ashfield,MA
339640.09375,Matawan,NJ
229777.109375,Georgetown,DE
233761.046875,Robinson,PA
451856.65625,Fairfax,VA
295450.21875,Perkiomen,PA
235204.8125,West Deptford Township,NJ
447193.1875,Annandale,VA
206647.390625,Lower Mt Bethel Township,PA
286719.28125,Kingston,NH
115090.359375,Harvest,AL
352048.1875,Fair Lawn,NJ
195151.8125,Milford,OH
254318.875,Highland,MI
231446.984375,Warwick Township,PA
265594.375,Country Walk,FL
395333.6875,Barnstable,MA
204759.03125,Streetsboro,OH
196373.09375,Midland,WA
229033.328125,Cecil Township,PA
209026.109375,Pelham,AL
133842.5625,Lebanon,IN
184202.40625,Parkland,WA
216089.953125,New Orleans,LA
290722.5,Charlton,MA
171117.265625,Porter,NY
107844.578125,Delphi,IN
120847.390625,Deer Park,OH
140326.109375,Millbury,OH
18362.6503906,Aliquippa,PA
216799.203125,Chillum,MD
379265.78125,Colfax,CA
199293.578125,Palmetto,FL
171418.875,Mustang,OK
153539.765625,Minooka,IL
198988.359375,North Codorus Township,PA
108547.789062,Centerville,IN
1335178.625,Coronado,CA
637740.875,River Forest,IL
185944.578125,Milton,NY
142163.453125,Grovetown,GA
460913.34375,Rockville,MD
203213.65625,Hillsboro,MO
197014.0625,College Place,WA
374828.84375,Danvers,MA
348355.40625,Spring Valley,CA
85882.328125,Canastota,NY
163540.15625,Seville,OH
302222.8125,Chico,CA
481032.34375,Eastport,NY
189046.984375,Mebane,NC
297163.46875,Town of Durham,NH
74068.671875,Harris Hill,NY
164955.421875,El Centro,CA
213804.8125,Ooltewah,TN
125654.617188,Highlands,TX
213463.453125,MarriottSlaterville City,UT
348236.40625,Brentwood,NH
121698.796875,Excelsior Springs,MO
125494.78125,Addison,MI
253804.015625,Grapevine,TX
426590.96875,Stoneham,MA
209738.15625,Gahanna,OH
148357.4375,Kingsland,GA
179994.78125,Pace,FL
265969.46875,Lake Villa,IL
368276.9375,East Brunswick,NJ
263146.1875,Hilo,HI
196803.21875,Ball Ground,GA
163768.671875,Phelan,CA
478387.40625,Falls Church,VA
296048.90625,Town of Cedarburg,WI
1419095.0,Sausalito,CA
705815.25,Fairfax,CA
231368.671875,Rollinsford,NH
285597.1875,Meadowbrook,AL
210517.671875,Westerville,OH
639865.1875,Basalt,CO
299804.03125,Minnetonka,MN
201573.890625,South Yuba City,CA
116479.921875,Saint Charles,MI
97100.0,Pavilion,NY
182636.546875,Mount Angel,OR
267540.5625,Eureka,MO
305813.65625,Chesapeake Beach,MD
167357.03125,Hudson,FL
136220.890625,Dearborn,MI
117505.625,Irondale,AL
625580.3125,Provincetown,MA
267934.125,Bayonne,NJ
433000.15625,Lincolnwood,IL
528323.1875,Hidden Meadows,CA
320411.1875,Skokie,IL
90621.28125,Brandon,MS
572881.5625,Kildeer,IL
29281.5253906,Gas City,IN
263469.46875,Stratford,CT
177979.921875,Washington,IL
532718.75,Deephaven,MN
260434.9375,Hampden,MA
1210739.625,Town of Nantucket,MA
166232.125,Atwater,OH
148020.078125,Cornelia,GA
191086.34375,Montville,CT
55765.4609375,Jeffersonville,IN
450313.625,Town of Ipswich,MA
84800.0,Galeville,NY
97517.671875,Butler,IN
745662.6875,Cambrian Park,CA
194536.546875,Oakland Park,FL
127069.078125,Gresham Park,GA
136786.75,Kenner,LA
145786.34375,Huntertown,IN
239208.03125,Mount Sidney,VA
245475.5,Town of East Brookfield,MA
352447.21875,Town of Pawling,NY
265442.96875,Columbia,CT
52010.4414062,Wadesville,IN
113767.875,Silverton,OH
203058.640625,Gibraltar,MI
112706.421875,Needles,CA
125221.28125,Mulvane,KS
100645.78125,Kiskiminetas Township,PA
225585.9375,Sinking Spring,PA
645971.875,San Bruno,CA
